306324,New,Processed,,ЭКС,WH1,,,,,,,О00-000001479   ,,,,100,O00000008451    ,,2026-03-23 09:06:00,O00000001479    ,СП,Закупка,,,,,,,,,,,,,,,,"305044, Курская область, город Курск, ул. 2-я"," Рабочая, д. 23, помещение В1, помещение 2/2",,Самоличенко В.А.,,,,,,"Курский электроаппаратный  завод ООО (ООО""КЭАЗ"")",,,,,,4632025039,463201001,Адресный СКЛАД РЦ (WMS),О00-000000138   ,,,0.00000,0.00000,Ширяев А.А.,aa41aa90-3237-4d29-86e7-9b421a7604a2,2026-03-23 09:09:02,,
306325,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005726   ,,,,100,,,2026-03-23 09:09:00,EKS000005726    ,СП,Возврат-Филиал,,,,,,,,,,,,,,,,"630073, Новосибирская область, г. Новосибирск,"," ул. Гоголя, д. 23, оф. 5",,Новоселов А.В.,,,,,,БАРНАУЛ Электрокомплектсервис ЗАО (Барнаул РСК),,,,,,5407159273,222445001,Адресный СКЛАД РЦ (WMS),ЭКС-000003713   ,,,0.00000,0.00000,Краснова П.А.,98c4d562-82fe-4c78-801c-b12a6b36f5e1,2026-03-23 09:10:36,,
306326,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005727   ,,,,100,O00000008453    ,,2026-03-23 09:07:00,EKS000005727    ,СП,Закупка,,,,,,,,,,,,,,,,"630088, Новосибирская обл, Новосибирск г,"," Петухова ул, дом № 37/2, строение 1, тел.",,Косова Т.В.,,,,,,МСТ ООО  (FERON),,,,,,5403065426,540301001,Адресный СКЛАД РЦ (WMS),ЭКС-000007402   ,,,0.00000,0.00000,Сагайдак Р.С.,5fa32427-73dc-4bf6-9caa-b45013315980,2026-03-23 09:17:49,,
306327,New,Processed,,ЭКС,WH1,,,,,,,О00-000001480   ,,,,100,O00000008464    ,,2026-03-23 09:25:00,O00000001480    ,СП,Закупка,,,,,,,,,,,,,,,,"117403, г.Москва, ул.Никопольская, д.4, стр.1,", пом.7.,,Княжева Ю.В.,,,,,,Гермес-Трейд Комплект ООО,,,,,,2536141529,772401001,Адресный СКЛАД РЦ (WMS),О00-000000139   ,,,0.00000,0.00000,Ширяев А.А.,47e08b42-a453-4823-a903-f84e4a702732,2026-03-23 09:27:48,,
306328,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005728   ,,,,100,O00000007924    ,,2026-03-20 08:48:00,EKS000005728    ,СП,Закупка,,,,,,,,,,,,,,,,"123060, г. Москва, г. Москва, ул. Маршала"," Соколовского, д. 3, оф. 3",,Петров И.В.,,,,,,СДС  ООО инн_7734425377,,,,,,7734425377,773401001,Адресный СКЛАД РЦ (WMS),ЭКС-000006892   ,,,0.00000,0.00000,Сагайдак Р.С.,cfb0adea-eead-41c7-ba4a-0a66358bfa7a,2026-03-23 10:23:54,,
306329,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005729   ,,,,100,O00000007978    ,,2026-03-20 08:48:00,EKS000005729    ,СП,Закупка,,,,,,,,,,,,,,,,"123060, г. Москва, г. Москва, ул. Маршала"," Соколовского, д. 3, оф. 3",,Петров И.В.,,,,,,СДС  ООО инн_7734425377,,,,,,7734425377,773401001,Адресный СКЛАД РЦ (WMS),ЭКС-000006893   ,,,0.00000,0.00000,Сагайдак Р.С.,cfb0adea-eead-41c7-ba4a-0a66358bfa7a,2026-03-23 10:24:03,,
306330,New,Processed,,ЭКС,WH1,,26-01301032237,,,,,ЭКС-000005730   ,,,,100,O00000007893    ,,2026-03-16 14:26:00,EKS000005730    ,СП,Закупка,,,,,,,,,,,,,,,,"""Торговый дом ""Ферекс"" ООО Татарстан Лаишевский", р-н,,Лангеман Э.Г.,,,,,,Торговый дом Ферекс ,,,,,Деловые Линии ООО,1624012390,162401001,Адресный СКЛАД РЦ (WMS),ЭКС-000006153   ,,,0.00000,0.00000,Краснова П.А.,5ebd79c0-f1e5-4d3a-a492-55587aff63fa,2026-03-23 10:33:14,,
306331,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005731   ,,,,100,O00000007900    ,,2026-04-01 00:00:00,EKS000005731    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006873   ,,,0.00000,0.00000,Сагайдак Р.С.,28b1393f-6459-47f8-bb68-fa2ef64cd296,2026-03-23 10:34:13,,
306332,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005732   ,,,,100,O00000007901    ,,2026-04-01 00:00:00,EKS000005732    ,СП,Закупка,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006874   ,,,0.00000,0.00000,Сагайдак Р.С.,28b1393f-6459-47f8-bb68-fa2ef64cd296,2026-03-23 10:34:19,,
306333,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005733   ,,,,100,O00000007902    ,,2026-04-01 00:00:00,EKS000005733    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006875   ,,,0.00000,0.00000,Сагайдак Р.С.,28b1393f-6459-47f8-bb68-fa2ef64cd296,2026-03-23 10:34:25,,
306334,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005734   ,,,,100,O00000007903    ,,2026-04-01 00:00:00,EKS000005734    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006876   ,,,0.00000,0.00000,Сагайдак Р.С.,28b1393f-6459-47f8-bb68-fa2ef64cd296,2026-03-23 10:34:31,,
306335,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005735   ,,,,100,O00000007904    ,,2026-04-01 00:00:00,EKS000005735    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006877   ,,,0.00000,0.00000,Сагайдак Р.С.,28b1393f-6459-47f8-bb68-fa2ef64cd296,2026-03-23 10:34:39,,
306336,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005736   ,,,,100,O00000007905    ,,2026-04-01 00:00:00,EKS000005736    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006878   ,,,0.00000,0.00000,Сагайдак Р.С.,28b1393f-6459-47f8-bb68-fa2ef64cd296,2026-03-23 10:34:45,,
306337,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005737   ,,,,100,O00000007906    ,,2026-04-01 00:00:00,EKS000005737    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006879   ,,,0.00000,0.00000,Сагайдак Р.С.,87fd7f3e-e4a6-48f0-9808-196d3250fa91,2026-03-23 10:34:51,,
306338,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005738   ,,,,100,O00000007907    ,,2026-04-01 00:00:00,EKS000005738    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006880   ,,,0.00000,0.00000,Сагайдак Р.С.,87fd7f3e-e4a6-48f0-9808-196d3250fa91,2026-03-23 10:34:56,,
306339,New,Processed,,ЭКС,WH1,,5669,,,,,ЭКС-000005739   ,,,,100,O00000007908    ,,2026-04-01 00:00:00,EKS000005739    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,Третьяков С.М.,,,,,,Электрорешения ООО,,,,,Электрорешения ООО,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006881   ,,,0.00000,0.00000,Сагайдак Р.С.,87fd7f3e-e4a6-48f0-9808-196d3250fa91,2026-03-23 10:35:02,,
306340,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005740   ,,,,100,O00000007684    ,,2026-03-21 10:49:00,EKS000005740    ,СП,Закупка,,,,,,,,,,,,,,,,"143003, Московская область, г.о. Одинцовский, г."," Одинцово, ул. Маршала Бирюзова, д. 12, оф. 10",6,Косова Т.В.,,,,,,Орион ООО   (ЭРА) новый (до 01/10/24- ВИП Маркет,,,,,,5032161850,503201001,Адресный СКЛАД РЦ (WMS),ЭКС-000006676   ,,,0.00000,0.00000,Сагайдак Р.С.,6b6ed415-d02f-42c5-bc0c-74b0ed0d2652,2026-03-23 10:59:24,,
306341,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005741   ,,,,100,O00000007683    ,,2026-03-21 10:49:00,EKS000005741    ,СП,Закупка,,,,,,,,,,,,,,,,"143003, Московская область, г.о. Одинцовский, г."," Одинцово, ул. Маршала Бирюзова, д. 12, оф. 10",6,Косова Т.В.,,,,,,Орион ООО   (ЭРА) новый (до 01/10/24- ВИП Маркет,,,,,,5032161850,503201001,Адресный СКЛАД РЦ (WMS),ЭКС-000006667   ,,,0.00000,0.00000,Сагайдак Р.С.,6b6ed415-d02f-42c5-bc0c-74b0ed0d2652,2026-03-23 10:59:34,,
306342,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005742   ,,,,100,O00000007923    ,,2026-03-20 08:48:00,EKS000005742    ,СП,Закупка,,,,,,,,,,,,,,,,"123060, г. Москва, г. Москва, ул. Маршала"," Соколовского, д. 3, оф. 3",,Петров И.В.,,,,,,СДС  ООО инн_7734425377,,,,,,7734425377,773401001,Адресный СКЛАД РЦ (WMS),ЭКС-000006891   ,,,0.00000,0.00000,Сагайдак Р.С.,99c767a6-9f28-428c-8480-bfe3cbfb1480,2026-03-23 11:07:59,,
306343,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005743   ,,,,100,O00000007783    ,,2026-03-23 08:46:00,EKS000005743    ,СП,Закупка,,,,,,,,,,,,,,,,"143003, Московская область, г.о. Одинцовский, г."," Одинцово, ул. Маршала Бирюзова, д. 12, оф. 10",6,Косова Т.В.,,,,,,Орион ООО   (ЭРА) новый (до 01/10/24- ВИП Маркет,,,,,,5032161850,503201001,Адресный СКЛАД РЦ (WMS),ЭКС-000006780   ,,,0.00000,0.00000,Сагайдак Р.С.,1f5a47ac-f9cc-4a2f-975f-4ff4db71781e,2026-03-23 11:13:34,,
306344,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005744   ,,,,100,O00000033207    ,,2025-09-29 13:16:00,EKS000005744    ,СП,Закупка,,,,,,,,,,,,,,,,"630084, Новосибирская область, город Новосибирск,"," улица Авиастроителей, 39 Б",,Лихушина Н.И.,,,,,,Промэко ООО,,,,,,5410131623,541001001,Адресный СКЛАД РЦ (WMS),ЭКС-000029003   ,,,0.00000,0.00000,Змеевский Л.В.,827ba5e8-10d5-479f-b57f-fd950f9cb881,2026-03-23 11:49:27,,
306345,New,Processed,,ЭКС,WH1,,122011391,,,,,ЭКС-000005745   ,,,,100,O00000008475    ,,2026-03-30 08:58:00,EKS000005745    ,СП,Закупка,,,,,,,,,,,,,,,,"614030, г.Пермь, ул.Янаульская 30-138",,,Козлова М.А.,,,,,,СПК ПромИнвестКабель ООО,,,,,КИТ. ТК  ООО,5907054960,590701001,Адресный СКЛАД РЦ (WMS),ЭКС-000006665   ,,,0.00000,0.00000,Сагайдак Р.С.,53d566a3-c219-4dc6-816f-fb6f4556f6b3,2026-03-23 11:50:42,,
306346,New,Processed,,ЭКС,WH1,,121976018,,,,,ЭКС-000005746   ,,,,100,O00000008476    ,,2026-03-17 15:14:00,EKS000005746    ,СП,Закупка,,,,,,,,,,,,,,,,"614042, Пермский край, г. Пермь, ул. Гальперина,"," дом № 6, корпус 6, оф. 24",,Дунав М.И.,,,,,,Уральский кабельный центр ООО (ООО УКЦ),,,,,КИТ. ТК  ООО,5908049024,590801001,Адресный СКЛАД РЦ (WMS),ЭКС-000006323   ,,,0.00000,0.00000,Сагайдак Р.С.,0341dfb6-d9dd-4199-99c9-5bc628fb02d1,2026-03-23 11:50:49,,
306347,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005747   ,,,,100,O00000008515    ,,2026-03-23 12:07:00,EKS000005747    ,СП,Закупка,,,,,,,,,,,,,,,,,,,Колупаев В.Г.,,,,,,Кулманаков Николай Сергеевич ИП,,,,,,,,Адресный СКЛАД РЦ (WMS),ЭКС-000007438   ,,,0.00000,0.00000,Сагайдак Р.С.,0129d8d8-c490-4f64-902b-e1f00395c61b,2026-03-23 12:10:02,,
306348,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005748   ,,,,100,O00000008490    ,,2026-03-23 10:35:00,EKS000005748    ,СП,Закупка,,,,,,,,,,,,,,,,"623283 Свердловская обл., м.о. Ревда, г. Ревда,"," ул. Нахимова, зд. 13",,Лихушина Н.И.,,,,,,Кабельный завод Кабэкс ООО,,,,,,5940200262,660850001,Адресный СКЛАД РЦ (WMS),ЭКС-000007415   ,,,0.00000,0.00000,Сагайдак Р.С.,4b8efc4c-4fb2-491e-9e0d-139bf56d425b,2026-03-23 12:11:16,,
306349,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005749   ,,,,100,O00000008439    ,,2026-03-23 08:41:00,EKS000005749    ,СП,Закупка,,,,,,,,,,,,,,,,"630084, Новосибирская область, город Новосибирск,"," улица Авиастроителей, 39 Б",,Дунав М.И.,,,,,,Промэко ООО,,,,,,5410131623,541001001,Адресный СКЛАД РЦ (WMS),ЭКС-000007400   ,,,0.00000,0.00000,Сагайдак Р.С.,0a219dbe-72fb-45ad-8fc5-df4e8b7d3667,2026-03-23 12:15:15,,
306350,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005750   ,,,,100,O00000008452    ,,2026-03-23 00:00:00,EKS000005750    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"630058, Новосибирская область, г. Новосибирск,"," ул. Плотинная, д. 5/5, оф. 5",,Гилета О.В.,,,,,,Техэлектро-Сибирь ООО,,,,,Техэлектро-Сибирь ООО,5408293176,540801001,Адресный СКЛАД РЦ (WMS),ЭКС-000007403   ,,,0.00000,0.00000,Сагайдак Р.С.,5d913e90-aeca-433e-8a56-c3da42534a79,2026-03-23 12:26:25,,
306351,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005751   ,,,,100,O00000008386    ,,2026-03-20 16:11:00,EKS000005751    ,СП,Закупка,,,,,,,,,,,,,,,,"630055, г. Новосибирск, ул. Мусы Джалиля, 3/1, оф", 218,,Лихушина Н.И.,,,,,,Электро-Сервис ООО (инн5408273324),,,,,,5408273324,540801001,Адресный СКЛАД РЦ (WMS),ЭКС-000007326   ,,,0.00000,0.00000,Савицкий А.В.,4c288a9d-e67a-4d39-b1f5-14aeaad839eb,2026-03-23 12:31:30,,
306352,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005752   ,,,,100,,,2026-03-23 12:28:00,EKS000005752    ,СП,Возврат-Филиал,,,,,,,,,,,,,,,,"630005, Новосибирская область, г. Новосибирск,"," ул. Гоголя, д. 23, оф. 5",,Новоселов А.В.,,,,,,3.Электрокомплектсервис ЗАО (Электрика 3),,,,,,5407159273,540601001,Адресный СКЛАД РЦ (WMS),ЭКС-000005847   ,,,0.00000,0.00000,Змеевский Л.В.,9f2f68fd-739f-4241-9402-b92f0e01a9a8,2026-03-23 12:37:23,,
306353,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005753   ,,,,100,O00000008297    ,,2026-03-20 10:46:00,EKS000005753    ,СП,Закупка,,,,,,,,,,,,,,,,"117292, г. Москва, вн.тер.г. муниципальный округ"," Академический, ул. Ивана Бабушкина, д.23, корп.4",", помещение 2/П",Дортман А.П.,,,,,,Элевел Инженер АО,,,,,,5001112612,772801001,Адресный СКЛАД РЦ (WMS),ЭКС-000007248   ,,,0.00000,0.00000,Сагайдак Р.С.,b52bdc52-baa9-4534-9074-fed895929c2f,2026-03-23 12:51:34,,
306354,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005754   ,,,,100,O00000008519    ,,2026-03-23 12:15:00,EKS000005754    ,СП,Закупка,,,,,,,,,,,,,,,,"305044, Курская область, город Курск, ул. 2-я"," Рабочая, д. 23, помещение В1, помещение 2/2",,Самоличенко В.А.,,,,,,"Курский электроаппаратный  завод ООО (ООО""КЭАЗ"")",,,,,,4632025039,463201001,Адресный СКЛАД РЦ (WMS),ЭКС-000007441   ,,,0.00000,0.00000,Сагайдак Р.С.,da2fb5d9-bb13-4c5a-8441-49040f62dc35,2026-03-23 13:17:08,,
306355,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005755   ,,,,100,O00000007892    ,,2026-03-27 00:00:00,EKS000005755    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127018, г. Москва, г. Москва, ул. Двинцев, д. 12,", оф. 15,,Куграшова О.В.,,,,,,СИСТЭМ ЭЛЕКТРИК АО (ранее Шнейдер Электрик АО до 2,,,,,СИСТЭМ ЭЛЕКТРИК АО (ранее,7712092928,997150001,Адресный СКЛАД РЦ (WMS),ЭКС-000006866   ,,,0.00000,0.00000,Манохин А.С.,93b8812f-7fe4-4b55-b7b9-ad66895d9527,2026-03-23 13:27:38,,
306356,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005756   ,,,,100,O00000008229    ,,2026-03-29 00:00:00,EKS000005756    ,СП,Кросс-докинг,,,,,,,,,,,,,,,,"127018, г. Москва, г. Москва, ул. Двинцев, д. 12,", оф. 15,,Куграшова О.В.,,,,,,СИСТЭМ ЭЛЕКТРИК АО (ранее Шнейдер Электрик АО до 2,,,,,СИСТЭМ ЭЛЕКТРИК АО (ранее,7712092928,997150001,Адресный СКЛАД РЦ (WMS),ЭКС-000007197   ,,,0.00000,0.00000,Манохин А.С.,660ff99b-4c44-48a2-b720-1d2284ccdff9,2026-03-23 13:29:03,,
306357,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005757   ,,,,100,O00000008538    ,,2026-03-29 00:00:00,EKS000005757    ,СП,Закупка,,,,,,,,,,,,,,,,"127018, г. Москва, г. Москва, ул. Двинцев, д. 12,", оф. 15,,Куграшова О.В.,,,,,,СИСТЭМ ЭЛЕКТРИК АО (ранее Шнейдер Электрик АО до 2,,,,,,7712092928,997150001,Адресный СКЛАД РЦ (WMS),ЭКС-000007196   ,,,0.00000,0.00000,Сагайдак Р.С.,558de552-c2d7-40b4-99ee-b5353fbe71f4,2026-03-23 13:31:02,,
306358,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005758   ,,,,100,O00000008248    ,,2026-03-20 08:37:00,EKS000005758    ,СП,Закупка,,,,,,,,,,,,,,,,"142700, Московская область, г. Видное, ул."," Радиальная 3-я, д. 8, помещ. 1-Н, комн 2",,Петров И.В.,,,,,,МИР ИНСТРУМЕНТА ООО,,,,,,7722537534,774950001,Адресный СКЛАД РЦ (WMS),ЭКС-000007206   ,,,0.00000,0.00000,Савицкий А.В.,c0e236a0-06db-4ff8-be26-525ab4520070,2026-03-23 13:32:54,,
306359,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005759   ,,,,100,O00000008508    ,,2026-03-23 11:51:00,EKS000005759    ,СП,Закупка,,,,,,,,,,,,,,,,"191144, г. Санкт-Петербург, ул. Советская, д. 44,", оф. литера Б. помещ.6-Н,,Дунав М.И.,,,,,,ТД Электротехмонтаж АО,,,,,,7842224734,784201001,Адресный СКЛАД РЦ (WMS),ЭКС-000007434   ,,,0.00000,0.00000,Сагайдак Р.С.,43e1f1e5-0b4e-4a93-a538-3adc50e992f9,2026-03-23 13:34:16,,
306360,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005760   ,,,,100,O00000008535    ,,2026-03-23 11:49:00,EKS000005760    ,СП,Закупка,,,,,,,,,,,,,,,,"191144, г. Санкт-Петербург, ул. Советская, д. 44,", оф. литера Б. помещ.6-Н,,Лихушина Н.И.,,,,,,ТД Электротехмонтаж АО,,,,,,7842224734,784201001,Адресный СКЛАД РЦ (WMS),ЭКС-000007433   ,,,0.00000,0.00000,Сагайдак Р.С.,1c64d736-c21d-4c2b-9cc2-1427c379b3b0,2026-03-23 13:35:07,,
306361,New,Processed,,ЭКС,WH1,,,,,,,ЭКС-000005761   ,,,,100,O00000008536    ,,2026-03-23 11:53:00,EKS000005761    ,СП,Закупка,,,,,,,,,,,,,,,,"191144, г. Санкт-Петербург, ул. Советская, д. 44,", оф. литера Б. помещ.6-Н,,Лихушина Н.И.,,,,,,ТД Электротехмонтаж АО,,,,,,7842224734,784201001,Адресный СКЛАД РЦ (WMS),ЭКС-000007435   ,,,0.00000,0.00000,Сагайдак Р.С.,1c64d736-c21d-4c2b-9cc2-1427c379b3b0,2026-03-23 13:35:18,,
