320566,WH1,ЭКС,EKS000005222,СП,Кросс-докинг,2026-03-26 00:00:00,2026-03-16 17:17:43,,Электрорешения ООО,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,,,,Третьяков С.М.,,,,100,,,ЭКС-000005222   ,,5174,,,O00000007251    ,Электрорешения ООО,,17,17,198.00000,,84.55000,КГ,381360.24000,,2577682.27000,900,2026-03-16 00:00:00,N,900,2026-03-16 00:00:00,N,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006318   ,,,0.00000,0.00000,a.manokhin,RTH_UpdateHeader,2026-03-16 17:17:43,N,,,,,,,,,,,,,,,2026-03-16 16:20:05,2026-03-16 16:20:05,2026-03-16 16:35:46,305813,ILSSRV,2026-03-16 16:08:51,,,0c43d532-e1fe-454e-9f33-2021615fa599
320567,WH1,ЭКС,EKS000005223,СП,Кросс-докинг,2026-03-26 00:00:00,2026-03-16 16:57:06,,Электрорешения ООО,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,,,,Третьяков С.М.,,,,100,,,ЭКС-000005223   ,,5174,,,O00000007250    ,Электрорешения ООО,,1,1,1.00000,,0.02000,КГ,105.00000,,264.73000,900,2026-03-16 00:00:00,N,900,2026-03-16 00:00:00,N,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006317   ,,,0.00000,0.00000,a.manokhin,RTH_UpdateHeader,2026-03-16 16:57:06,N,,,,,,,,,,,,,,,2026-03-16 16:32:09,2026-03-16 16:32:09,2026-03-16 16:32:09,305814,ILSSRV,2026-03-16 16:08:51,,,160a14f4-231c-4429-a39a-1a975ca3279b
320568,WH1,ЭКС,EKS000005224,СП,Кросс-докинг,2026-03-26 00:00:00,2026-03-16 17:03:22,,Электрорешения ООО,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,,,,Третьяков С.М.,,,,100,,,ЭКС-000005224   ,,5174,,,O00000007249    ,Электрорешения ООО,,1,1,54.00000,,81.00000,КГ,106920.00000,,837883.44000,900,2026-03-16 00:00:00,N,900,2026-03-16 00:00:00,N,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006316   ,,,0.00000,0.00000,a.manokhin,RTH_UpdateHeader,2026-03-16 17:03:22,N,,,,,,,,,,,,,,,2026-03-16 16:28:15,2026-03-16 16:28:15,2026-03-16 16:28:16,305815,ILSSRV,2026-03-16 16:08:51,,,966cc6c3-cf50-4edb-b1e4-3f9cb1750050
320569,WH1,ЭКС,EKS000005225,СП,Кросс-докинг,2026-03-26 00:00:00,2026-03-16 17:17:01,,Электрорешения ООО,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,,,,Третьяков С.М.,,,,100,,,ЭКС-000005225   ,,5174,,,O00000007254    ,Электрорешения ООО,,1,1,3.00000,,0.21000,,144.00000,,1023.75000,900,2026-03-16 00:00:00,N,900,2026-03-16 00:00:00,N,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006321   ,,,0.00000,0.00000,a.manokhin,RTH_UpdateHeader,2026-03-16 17:17:01,N,,,,,,,,,,,,,,,2026-03-16 16:30:51,2026-03-16 16:30:51,2026-03-16 16:30:51,305816,ILSSRV,2026-03-16 16:08:52,,,0c43d532-e1fe-454e-9f33-2021615fa599
320570,WH1,ЭКС,EKS000005226,СП,Закупка,2026-03-26 00:00:00,2026-03-16 17:13:43,,Электрорешения ООО,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,,,,Третьяков С.М.,,,,100,,,ЭКС-000005226   ,,5174,,,O00000007253    ,Электрорешения ООО,,2,2,2.00000,,1.40000,КГ,6306.00000,,12600.69000,900,2026-03-16 00:00:00,N,900,2026-03-16 00:00:00,N,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006320   ,,,0.00000,0.00000,a.manokhin,RTH_UpdateHeader,2026-03-16 17:13:43,N,,,,,,,,,,,,,,,2026-03-16 16:28:59,2026-03-16 16:28:59,2026-03-16 16:29:14,305817,ILSSRV,2026-03-16 16:08:52,,,15ac26a3-5860-41b1-bd7e-65201a5f2cf4
320571,WH1,ЭКС,EKS000005227,СП,Кросс-докинг,2026-03-26 00:00:00,2026-03-16 17:01:03,,Электрорешения ООО,"127273, г. Москва, г. Москва, ул. Отрадная, д. 2Б"," стр.9, оф. этаж 5",,,,,Третьяков С.М.,,,,100,,,ЭКС-000005227   ,,5174,,,O00000007252    ,Электрорешения ООО,,2,1,10.00000,,0.60000,КГ,3220.00000,,35980.00000,900,2026-03-16 00:00:00,N,900,2026-03-16 00:00:00,N,7721403552,771501001,Адресный СКЛАД РЦ (WMS),ЭКС-000006319   ,,,0.00000,0.00000,a.manokhin,RTH_UpdateHeader,2026-03-16 17:01:03,N,,,,,,,,,,,,,,,2026-03-16 16:34:56,2026-03-16 16:34:56,2026-03-16 16:35:13,305818,ILSSRV,2026-03-16 16:09:47,,,ede15883-145c-4b07-9d3e-86f5ee4c93b2
320619,WH1,ЭКС,EKS000005272,СП,Закупка,2026-03-26 00:00:00,2026-03-17 13:37:02,,Арлайт РУС ООО,"101000, г. Москва, пер. Уланский, д. 22 стр.1,"," пом.I,эт.5, оф. 501",,,,,Кузьмин М.С.,,,,100,,,ЭКС-000005272   ,,26-12571201324,,,O00000007708    ,Деловые Линии ООО,,14,17,182.00000,,34.42000,,83960.12500,,7812193.67000,900,2026-03-17 00:00:00,N,100,2026-03-17 00:00:00,N,7743089178,770801001,Адресный СКЛАД РЦ (WMS),ЭКС-000006474   ,,,0.00000,0.00000,d.ermakov,RTH_UpdateHeader,2026-03-17 13:37:02,N,,,,,,,,,,,,,,,2026-03-17 11:48:51,2026-03-17 11:48:51,,305864,ILSSRV,2026-03-17 10:02:39,,,504bfdbe-4d2e-411b-b0f9-3ba0f6c6ecc3
320752,WH1,ЭКС,EKS000005394,СП,Кросс-докинг,2026-03-25 00:00:00,2026-03-18 15:13:40,,Арлайт РУС ООО,"101000, г. Москва, пер. Уланский, д. 22 стр.1,"," пом.I,эт.5, оф. 501",,,,,Кузьмин М.С.,,,,100,,,ЭКС-000005394   ,,26-12571195373,,,O00000007851    ,Деловые Линии ООО,,12,12,96.00000,,13.11200,,35465.50000,,5171350.91000,900,2026-03-18 00:00:00,N,900,2026-03-18 00:00:00,N,7743089178,770801001,Адресный СКЛАД РЦ (WMS),ЭКС-000006342   ,,,0.00000,0.00000,s.novak,RTH_UpdateHeader,2026-03-18 15:13:40,N,,,,,,,,,,,,,,,2026-03-18 12:19:14,2026-03-18 12:19:14,2026-03-18 12:39:31,305989,ILSSRV,2026-03-18 10:36:46,,,9f43daf0-8583-4e8b-90ff-b91b08b2356c
320753,WH1,ЭКС,EKS000005395,СП,Закупка,2026-03-24 00:00:00,2026-03-18 14:29:17,,Вольтум,"117485, г. Москва, ул. Обручева, д. 30/1, оф. _",,,,,,Куграшова О.В.,,,,100,,,ЭКС-000005395   ,,26-03681039643,,,O00000007855    ,Деловые Линии ООО,,14,9,114.00000,,7.11500,,27363.00000,,843526.32000,900,2026-03-18 00:00:00,N,900,2026-03-18 00:00:00,N,9728140546,772801001,Адресный СКЛАД РЦ (WMS),ЭКС-000006289   ,,,0.00000,0.00000,a.rudenko,RTH_UpdateHeader,2026-03-18 14:29:17,N,,,,,,,,,,,,,,,2026-03-18 12:16:08,2026-03-18 12:16:08,2026-03-18 12:40:08,305990,ILSSRV,2026-03-18 10:37:46,,,972929e4-9f70-41a3-9cc6-8ec8f8087945
320754,WH1,ЭКС,EKS000005396,СП,Закупка,2026-03-24 00:00:00,2026-03-18 14:31:32,,Вольтум,"117485, г. Москва, ул. Обручева, д. 30/1, оф. _",,,,,,Куграшова О.В.,,,,100,,,ЭКС-000005396   ,,26-03681039643,,,O00000007855    ,Деловые Линии ООО,,25,18,159.00000,,11.16000,КГ,38418.45000,,1273720.76000,900,2026-03-18 00:00:00,N,900,2026-03-18 00:00:00,N,9728140546,772801001,Адресный СКЛАД РЦ (WMS),ЭКС-000006290   ,,,0.00000,0.00000,a.rudenko,RTH_UpdateHeader,2026-03-18 14:31:32,N,,,,,,,,,,,,,,,2026-03-18 12:20:30,2026-03-18 12:20:30,2026-03-18 12:37:23,305991,ILSSRV,2026-03-18 10:37:51,,,85836a6b-29dd-46de-94c1-e952f141f21f
