1145738,WH1,261053,EKS000013605,,900,2026-03-19 07:38:10,N,Клиент,N,900,2026-03-19 07:38:10,Стандартный,N,ЭКС,Клиент,,Custom,,1,,НОВОСВЕТ,943379,2026-03-09 11:48:52,Феденкова А.А./г. Новосибирск\КИЦ,ИП Боровков С.В. (КИЦ),,,Доставка клиенту с РЦ ,,RU,,60393/8/2023-94157,КИЦ-000011452   ,"630126, Новосибиркая обл., г. Новосибирск, ул.",3828375,КГ,,Доставка клиенту с РЦ ,,5473006223,547301001,0,,True,,КИЦ-000013619   ,41069.38000,N,50459.00000,System,STH_UpdateHeader,2026-03-19 07:38:35,5473006223,ЭКС-000032989   ,," Выборная, д.125-66",False,,,,,,,,НОВОСВЕТ,04. Сборщики щитового оборудования,,,,2026-03-19 00:00:00,2026-03-24 00:00:00,2026-03-19 07:38:10,,,ШТ,,,,,Y,,,"[60393-НОВОСВЕТ, заказ №КИЦ-000002552   , транзит ","№КИЦ-000013619] Клиент на склад, Феденкова А.А., г",. Новосибирск\КИЦ,,,,,,,,,,,"633209, Новосибирская область, г. Искитим, ул."," Советская, д. 245/1, оф. 1",,,,,,,,,,ЭКС-000013605   ,0,,,,,,,N,,,,,,,0508098d-afed-4e49-96bc-5ed345a91c32,N,N,,648379,,,,,,,,,,,,,,ILSSRV,2026-03-05 08:49:32,,N,,,5,,,,,,N,,N
1145741,WH1,261053,EKS000013608,,900,2026-03-19 07:38:10,N,Клиент,N,900,2026-03-19 07:38:10,Стандартный,N,ЭКС,Клиент,,Custom,,1,,НОВОСВЕТ,943379,2026-03-09 12:06:04,Феденкова А.А./г. Новосибирск\КИЦ,ИП Боровков С.В. (КИЦ),,,Доставка клиенту с РЦ ,,RU,,60393/8/2023-94157,КИЦ-000011646   ,"630126, Новосибиркая обл., г. Новосибирск, ул.",3828376,КГ,,Доставка клиенту с РЦ ,,5473006223,547301001,0,,True,,КИЦ-000013622   ,2915.77000,N,3059.00000,System,STH_UpdateHeader,2026-03-19 07:38:35,5473006223,ЭКС-000032998   ,," Выборная, д.125-66",False,,,,,,,,НОВОСВЕТ,04. Сборщики щитового оборудования,,,,2026-03-19 00:00:00,2026-03-24 00:00:00,2026-03-19 07:38:10,,,ШТ,,,,,Y,,,"[60393-НОВОСВЕТ, заказ №КИЦ-000002553   , транзит ","№КИЦ-000013621] Клиент на склад, Феденкова А.А., г",. Новосибирск\КИЦ,,,,,,,,,,,"633209, Новосибирская область, г. Искитим, ул."," Советская, д. 245/1, оф. 1",,,,,,,,,,ЭКС-000013608   ,0,,,,,,,N,,,,,,,0508098d-afed-4e49-96bc-5ed345a91c32,N,N,,648382,,,,,,,,,,,,,,ILSSRV,2026-03-05 08:54:32,,N,,,5,,,,,,N,,N
1145749,WH1,261053,EKS000013616,,900,2026-03-19 07:38:10,N,Клиент,N,900,2026-03-19 07:38:10,Стандартный,N,ЭКС,Клиент,,Custom,,1,,НОВОСВЕТ,943379,2026-03-09 11:45:50,Феденкова А.А./г. Новосибирск\КИЦ,ИП Боровков С.В. (КИЦ),,,Доставка клиенту с РЦ ,,RU,,60393/8/2023-94157,КИЦ-000013570   ,"630126, Новосибиркая обл., г. Новосибирск, ул.",3828379,КГ,,Доставка клиенту с РЦ ,,5473006223,547301001,0,,True,,КИЦ-000013623   ,4123.13000,N,4197.00000,System,STH_UpdateHeader,2026-03-19 07:38:35,5473006223,ЭКС-000033009   ,," Выборная, д.125-66",False,,,,,,,,НОВОСВЕТ,04. Сборщики щитового оборудования,,,,2026-03-19 00:00:00,2026-03-24 00:00:00,2026-03-19 07:38:10,,,ШТ,,,,,Y,,,"[60393-НОВОСВЕТ, заказ №КИЦ-000002555   , транзит ","№КИЦ-000013623] Клиент на склад, Феденкова А.А., г",. Новосибирск\КИЦ,,,,,,,,,,,"633209, Новосибирская область, г. Искитим, ул."," Советская, д. 245/1, оф. 1",,,,,,,,,,ЭКС-000013616   ,0,,,,,,,N,,,,,,,0508098d-afed-4e49-96bc-5ed345a91c32,N,N,,648390,,,,,,,,,,,,,,ILSSRV,2026-03-05 08:58:32,,N,,,5,,,,,,N,,N
1145752,WH1,261053,EKS000013619,,900,2026-03-19 07:38:11,N,Клиент,N,900,2026-03-19 07:38:11,Стандартный,N,ЭКС,Клиент,,Custom,,1,,НОВОСВЕТ,943379,2026-03-09 11:54:00,Феденкова А.А./г. Новосибирск\КИЦ,ИП Боровков С.В. (КИЦ),,,Доставка клиенту с РЦ ,,RU,,60393/8/2023-94157,КИЦ-000013566   ,"630126, Новосибиркая обл., г. Новосибирск, ул.",3828380,КГ,,Доставка клиенту с РЦ ,,5473006223,547301001,0,,True,,КИЦ-000013574   ,1983.40000,N,2294.00000,System,STH_UpdateHeader,2026-03-19 07:38:35,5473006223,ЭКС-000032855   ,," Выборная, д.125-66",False,,,,,,,,НОВОСВЕТ,04. Сборщики щитового оборудования,,,,2026-03-19 00:00:00,2026-03-24 00:00:00,2026-03-19 07:38:11,,,ШТ,,,,,Y,,,"[60393-НОВОСВЕТ, заказ №КИЦ-000003003   , транзит ","№КИЦ-000013574] Клиент на склад, Феденкова А.А., г",. Новосибирск\КИЦ,,,,,,,,,,,"633209, Новосибирская область, г. Искитим, ул."," Советская, д. 245/1, оф. 1",,,,,,,,,,ЭКС-000013619   ,0,,,,,,,N,,,,,,,0508098d-afed-4e49-96bc-5ed345a91c32,N,N,,648393,,,,,,,,,,,,,,ILSSRV,2026-03-05 09:07:34,,N,,,5,,,,,,N,,N
1146402,WH1,261053,EKS000014036,,900,2026-03-19 07:38:11,N,Клиент,N,900,2026-03-19 07:38:11,Стандартный,N,ЭКС,Клиент,,Custom,,1,,НОВОСВЕТ,943379,2026-03-09 12:13:44,Феденкова А.А./г. Новосибирск\КИЦ,ИП Боровков С.В. (КИЦ),,,Доставка клиенту с РЦ ,,RU,,60393/8/2023-94157,КИЦ-000012307   ,"630126, Новосибиркая обл., г. Новосибирск, ул.",3828383,КГ,,Доставка клиенту с РЦ ,,5473006223,547301001,0,,True,,КИЦ-000013954   ,23858.39000,N,25476.00000,System,STH_UpdateHeader,2026-03-19 07:38:35,5473006223,ЭКС-000034077   ,," Выборная, д.125-66",False,,,,,,,,НОВОСВЕТ,04. Сборщики щитового оборудования,,,,2026-03-19 00:00:00,2026-03-24 00:00:00,2026-03-19 07:38:11,,,ШТ,,,,,Y,,,"[60393-НОВОСВЕТ, заказ №КИЦ-000002710   , транзит ","№КИЦ-000013954] Клиент на склад, Феденкова А.А., г",. Новосибирск\КИЦ,,,,,,,,,,,"633209, Новосибирская область, г. Искитим, ул."," Советская, д. 245/1, оф. 1",,,,,,,,,,ЭКС-000014036   ,0,,,,,,,N,,,,,,,0508098d-afed-4e49-96bc-5ed345a91c32,N,N,,648812,,,,,,,,,,,,,,ILSSRV,2026-03-06 10:52:49,,N,,,5,,,,,,N,,N
1146408,WH1,261053,EKS000014039,,900,2026-03-19 07:38:11,N,Клиент,N,900,2026-03-19 07:38:11,Стандартный,N,ЭКС,Клиент,,Custom,,1,,НОВОСВЕТ,943379,2026-03-09 12:15:42,Феденкова А.А./г. Новосибирск\КИЦ,ИП Боровков С.В. (КИЦ),,,Доставка клиенту с РЦ ,,RU,,60393/8/2023-94157,КИЦ-000013566   ,"630126, Новосибиркая обл., г. Новосибирск, ул.",3828385,КГ,,Доставка клиенту с РЦ ,,5473006223,547301001,0,,True,,КИЦ-000013958   ,1601.20000,N,1647.00000,System,STH_UpdateHeader,2026-03-19 07:38:35,5473006223,ЭКС-000034081   ,," Выборная, д.125-66",False,,,,,,,,НОВОСВЕТ,04. Сборщики щитового оборудования,,,,2026-03-19 00:00:00,2026-03-24 00:00:00,2026-03-19 07:38:11,,,ШТ,,,,,Y,,,"[60393-НОВОСВЕТ, заказ №КИЦ-000003003   , транзит ","№КИЦ-000013958] Клиент на склад, Феденкова А.А., г",. Новосибирск\КИЦ,,,,,,,,,,,"633209, Новосибирская область, г. Искитим, ул."," Советская, д. 245/1, оф. 1",,,,,,,,,,ЭКС-000014039   ,0,,,,,,,N,,,,,,,0508098d-afed-4e49-96bc-5ed345a91c32,N,N,,648815,,,,,,,,,,,,,,ILSSRV,2026-03-06 10:59:47,,N,,,5,,,,,,N,,N
1151478,WH1,261053,EKS000016130,,900,2026-03-19 07:38:12,N,Клиент,N,900,2026-03-19 07:38:12,Стандартный,N,ЭКС,Клиент,,Custom,,1,,НОВОСВЕТ,943379,2026-03-17 14:35:06,Родионова Я.И./г. Новосибирск\КИЦ,ИП Боровков С.В. (КИЦ),,,Доставка клиенту с РЦ ,,RU,,60393/8/2023-94157,КИЦ-000011452   ,"630126, Новосибиркая обл., г. Новосибирск, ул.",3837513,КГ,,Доставка клиенту с РЦ ,,5473006223,547301001,0,,True,,КИЦ-000015692   ,30326.45000,N,33594.00000,System,STH_UpdateHeader,2026-03-19 07:38:35,5473006223,ЭКС-000039158   ,," Выборная, д.125-66",False,,,,,,,,НОВОСВЕТ,04. Сборщики щитового оборудования,,,,2026-03-19 00:00:00,2026-03-23 00:00:00,2026-03-19 07:38:12,,,ШТ,,,,,Y,,,"[60393-НОВОСВЕТ, заказ №КИЦ-000002552   , транзит ","№КИЦ-000015689] Клиент на склад, Родионова Я.И., г",. Новосибирск\КИЦ,,,,,,,,,,,"633209, Новосибирская область, г. Искитим, ул."," Советская, д. 245/1, оф. 1",,,,,,,,,,ЭКС-000016130   ,0,,,,,,,N,,,,,,,0508098d-afed-4e49-96bc-5ed345a91c32,N,N,,650912,,,,,,,,,,,,,,ILSSRV,2026-03-16 15:20:48,,N,,,5,,,,,,N,,N
1153555,WH1,,EKS000017120,,650,2026-03-19 00:00:00,N,Клиент,N,650,2026-03-19 00:00:00,Стандартный,N,ЭКС,Клиент,,Custom,,3,,АМУР МИНЕРАЛС ООО,3151,2026-03-20 09:37:45,Безделова О.И./г. Новосибирск\Электрика 7,7 Электрокомплектсервис ЗАО (Электрика 7),,,Доставка клиенту с РЦ ,,RU,,875/25-АМ/ПС,ЭЛ7-000009356   ,"630005, Новосибирская область, г. Новосибирск,",3841912,КГ,,Доставка клиенту с РЦ ,,2721125810,272001001,0,,True,,ЭЛ7-000009359   ,7561.09000,N,11211.00000,System,STH_UpdateHeader,2026-03-19 19:14:21,2721125810,ЭКС-000028995   ,," ул. Гоголя, д. 23, оф. 5",False,,,,,,,,АМУР МИНЕРАЛС ООО,01. Промышленные предприятия,,,,2026-03-25 00:00:00,2026-03-25 00:00:00,,2026-03-20 09:37:45,,ШТ,,,,,Y,,,"[62827-ООО ""АМУР МИНЕРАЛС"", заказ №ЭЛ7-000018748  "," , транзит №ЭЛ7-000009359] Клиент на склад, Бездел","ова О.И., г. Новосибирск\Электрика 7",,,,,,,,,,,"682366, Хабаровский край, с. Малмыж, , р-н. "," район Нанайский, Межселенные террито, д. 1, оф.", _,,,,,,,,,ЭКС-000017120   ,0,,,,,,,N,,,,,,,,N,N,,651898,,,,,,,,,,,,,,ILSSRV,2026-03-19 10:06:29,,N,,,5,,,,,,N,,N
1153921,WH1,,EKS000017376,,650,2026-03-19 00:00:00,N,Клиент,N,650,2026-03-19 00:00:00,Стандартный,N,ЭКС,Клиент,,Custom,,4,,"Солярис, ООО",3149,2026-03-20 10:02:31,Микулина Е.Б./г. Новосибирск\Электрика 3,3.Электрокомплектсервис ЗАО (Электрика 3),,,Доставка клиенту с РЦ ,,RU,,272175/8/2025-244166,ЭЛ3-000005608   ,"630005, Новосибирская область, г. Новосибирск,",3841916,КГ,,Доставка клиенту с РЦ ,,6670394383,668601001,0,,True,,ЭЛ3-000025000   ,217589.43000,N,226519.00000,System,STH_UpdateHeader,2026-03-19 19:45:18,6670394383,ЭКС-000041941   ,," ул. Гоголя, д. 23, оф. 5",False,,,,,,,,"Солярис, ООО",09. Строительные организации,,,,2026-04-01 00:00:00,2026-04-01 00:00:00,,2026-03-20 10:02:31,,,,,,,Y,,,"Микулина/Солярис / [272175-Солярис, ООО, заказ №ЭЛ","3-000000872   , транзит №ЭЛ3-000025000] Клиент на ","склад, Микулина Е.Б., г. Новосибирск\Электрика 3",,,,,,,,,,,"620041, Свердловская область, г. Екатеринбург,"," ул. Маяковского, д. 25А, оф. 812",,,,,,,,,,ЭКС-000017376   ,0,,,,,,,N,,,,,,,,N,N,,652156,,,,,,,,,,,,,,ILSSRV,2026-03-19 17:02:03,,N,,,5,,,,,,N,,N
1154151,WH1,261329,EKS000017409,,900,2026-03-23 16:35:27,N,Ювелс,N,900,2026-03-23 16:35:27,Стандартный,N,ЭКС,Ювелс,,Custom,,,О00-000005655,Заказчик,О00-000005655,,Нет,Электрокомплектсервис ЗАО (ОМСК),,,Ювелс,,RU,,,,"630005, Новосибирская область, г. Новосибирск,",3844069,КГ,,РЦ ,,5407159273,550445002,0,,True,17:00,,78703.92000,N,,System,STH_UpdateHeader,2026-03-23 16:35:45,5407159273,ЭКС-000042018/01,," ул. Гоголя, д. 23, оф. 5",False,,,,,,,,Электрокомплектсервис ЗАО (ОМСК),,,,,2026-03-23 00:00:00,2026-03-23 00:00:00,2026-03-23 16:35:27,,,,,,,,Y,,,Автоматическое подравнивание под упаковки. Докумен,т создан Ювелсом,,,,,,,,,,,,"644046, Омская область, г. Омск, ул. Маршала"," Жукова, д. 105  / Щучкин Александр +7 (3812)"," 63-44-86, +7 (923) 675-99-74",,,,,,,,,ЭКС-000017409   ,0,,,,,,,N,,,,,,,4254259d-50ab-4bb5-9e9a-66bb18665fb6,N,N,,652190,,,,,,,,,,,,,,ILSSRV,2026-03-20 08:01:38,,N,,,14,,,,,,N,,N
