8492363,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491345.00000,,0.00000,0.00000,0.00000,0.00000,,38288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,ШТ,,,1.00000,,,,EKS000017859    ,0.00000,1.00000,,,,,,,,,,848.29000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492364,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491323.00000,,0.00000,0.00000,0.00000,0.00000,,75339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,УП,,,9.00000,,,,EKS000017859    ,0.00000,9.00000,,,,,,,,,,557.10000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492365,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491329.00000,,0.00000,0.00000,0.00000,0.00000,,149084,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,М,,,200.00000,,,,EKS000017859    ,0.00000,200.00000,,,,,,,,,БУХТА,11008.00000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492366,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491331.00000,,0.00000,0.00000,0.00000,0.00000,,149086,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,М,,,150.00000,,,,EKS000017859    ,0.00000,150.00000,,,,,,,,,БУХТА,12985.50000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492367,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491327.00000,,0.00000,0.00000,0.00000,0.00000,,150076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,ШТ,,,3.00000,,,,EKS000017859    ,0.00000,3.00000,,,,,,,,,,74.55000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492368,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491350.00000,,0.00000,0.00000,0.00000,0.00000,,197365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,ШТ,,,9.00000,,,,EKS000017859    ,0.00000,9.00000,,,,,,,,,,439.38000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492369,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491332.00000,,0.00000,0.00000,0.00000,0.00000,,217229,,,,,,,,,,,OTR02093835,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,М,,,6.00000,,,,EKS000017859    ,0.00000,6.00000,,,,,,,,,БУХТА,1841.70000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492370,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491326.00000,,0.00000,0.00000,0.00000,0.00000,,218899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,ШТ,,,70.00000,,,,EKS000017859    ,0.00000,70.00000,,,,,,,,,,880.60000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492371,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491338.00000,,0.00000,0.00000,0.00000,0.00000,,219005,,,,,,,,,,,CNT02349078,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,М,,,7.00000,,,,EKS000017859    ,0.00000,7.00000,,,,,,,,,БУХТА,491.75000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
8492372,,WH1,ЭКС,,652644,New,Processed,,,,,ЭКС-000017859   ,31491328.00000,,0.00000,0.00000,0.00000,0.00000,,227479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,2026-03-22 15:29:54,0,ШТ,,,2.00000,,,,EKS000017859    ,0.00000,2.00000,,,,,,,,,,11008.96000,0.00000,Яцина В.С.,1d921994-b941-4448-ae00-72b9c8e41e0f,2026-03-22 13:30:03,,,,,,,,,,,,,,,,,,,,,,,0.00000,,0.00000,,N,N,0,0,,,,,,,,,,,,,,
